CEAB3, 0.6, 0.8, 0.5
CPFE3, 0.3, 0.7, 0.8
TRPL4, 0.3, 0.6, 0.9
TAEE11, 0.2, 0.5, 0.9
BRML3, 0.5, 0.7, 0.6
BMGB4, 0.4, 0.7, 0.7
MOVI3, 0.5, 0.8, 0.6
ALSO3, 0.5, 0.7, 0.7
COGN3, 0.6, 0.7, 0.6
PETZ3, 0.5, 0.8, 0.7
SEER3, 0.5, 0.7, 0.6
BIDI11, 0.7, 0.9, 0.4
LOGG3, 0.5, 0.6, 0.7
PSSA3, 0.4, 0.7, 0.8
ENEV3, 0.4, 0.6, 0.8
MEAL3, 0.6, 0.8, 0.5
SMLS3, 0.5, 0.7, 0.6
STBP3, 0.6, 0.7, 0.6
TEND3, 0.5, 0.7, 0.7
JHSF3, 0.6, 0.8, 0.5
AESB3, 0.4, 0.7, 0.8
LCAM3, 0.5, 0.8, 0.7
BLAU3, 0.5, 0.7, 0.6
MDIA3, 0.4, 0.6, 0.8
AZUL4, 0.7, 0.8, 0.5
GOAU4, 0.6, 0.7, 0.5
BRPR3, 0.5, 0.7, 0.6
QUAL3, 0.4, 0.6, 0.8
IGTA3, 0.3, 0.5, 0.8
EUCA4, 0.5, 0.7, 0.6
UNIP6, 0.6, 0.8, 0.5
SAPR11, 0.3, 0.6, 0.9
SANB11, 0.3, 0.7, 0.8
CRFB3, 0.4, 0.6, 0.8
MRVE3, 0.5, 0.7, 0.7
CAML3, 0.4, 0.6, 0.8
DTEX3, 0.5, 0.7, 0.7
SEQU3, 0.5, 0.7, 0.6
SMTO3, 0.6, 0.8, 0.5
PARD3, 0.4, 0.7, 0.8
TRIS3, 0.5, 0.7, 0.6
CASH3, 0.7, 0.9, 0.4
EALT4, 0.5, 0.7, 0.6
AERI3, 0.6, 0.8, 0.5
ETER3, 0.5, 0.6, 0.7
CEBR3, 0.3, 0.5, 0.9
BRBI11, 0.4, 0.6, 0.8
BRSR6, 0.4, 0.7, 0.7
TIMP3, 0.3, 0.6, 0.8
RAPT4, 0.5, 0.7, 0.6
ROMI3, 0.6, 0.8, 0.5
AGRO3, 0.5, 0.7, 0.7
BMKS3, 0.4, 0.6, 0.8
MILS3, 0.6, 0.7, 0.5
BRGE11, 0.3, 0.6, 0.9
ALSC3, 0.5, 0.8, 0.6
TCNO4, 0.7, 0.9, 0.4
FESA4, 0.6, 0.7, 0.5
POSI3, 0.5, 0.6, 0.7
CSUD3, 0.4, 0.7, 0.7
GPIV33, 0.6, 0.8, 0.5
KEPL3, 0.5, 0.7, 0.6
MDNE3, 0.3, 0.6, 0.9
MTRE3, 0.5, 0.8, 0.6
LUPA3, 0.4, 0.6, 0.8
NGRD3, 0.6, 0.7, 0.5
ODPV3, 0.4, 0.7, 0.8
PCAR3, 0.5, 0.8, 0.6
PEAB4, 0.6, 0.8, 0.5
SEQL3, 0.5, 0.7, 0.6
SHOW3, 0.7, 0.9, 0.4
SIMH3, 0.6, 0.8, 0.5
POMO4, 0.5, 0.6, 0.7
INEP4, 0.4, 0.7, 0.8
SCAR3, 0.5, 0.7, 0.7
WIZS3, 0.4, 0.6, 0.9
VSPT3, 0.3, 0.7, 0.8
TFCO4, 0.5, 0.8, 0.6
SMFT3, 0.4, 0.7, 0.7
TASA4, 0.5, 0.8, 0.7
BMEB4, 0.4, 0.6, 0.9
MMAQ4, 0.6, 0.8, 0.5
WHRL4, 0.5, 0.7, 0.7
JALL3, 0.4, 0.6, 0.8
MNDL3, 0.5, 0.7, 0.7
ECPR4, 0.4, 0.7, 0.8
DTCY3, 0.5, 0.8, 0.6
PLPL3, 0.6, 0.7, 0.5
HBOR3, 0.5, 0.7, 0.7
RSID3, 0.4, 0.6, 0.9
TCER3, 0.6, 0.8, 0.5
PDTC3, 0.5, 0.7, 0.7
MOAR3, 0.4, 0.7, 0.8
TELB4, 0.5, 0.7, 0.6
IDVL4, 0.3, 0.6, 0.9
MAPT4, 0.6, 0.7, 0.5
CASH3, 0.7, 0.9, 0.4
TASA3, 0.6, 0.8, 0.5
RANI3, 0.5, 0.7, 0.6
